currcrisisvar1,currcrisisvar2,currcrisisvar3,currcrisisvar4,currcrisisvar5,currcrisisvarL0,currcrisisvarL1,currcrisisvarL2,currcrisisvarL3,currcrisisvarL4,currcrisisvarL5,country,isocode,imfcode,date,observation,high,groupid,id,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,names,crisis,crisisd2008,crisis2008var5,crisis2008var4,crisis2008var3,crisis2008var2,crisis2008var1,crisis2008varL0,crisis2008varL1,crisis2008varL2,crisis2008varL3,crisis2008varL4,crisis2008varL5,bankvar1,bankvar2,bankvar3,bankvar4,bankvar5,bankvarL0,bankvarL1,bankvarL2,bankvarL3,bankvarL4,bankvarL5,defaultvarL0,defaultvarL1,defaultvarL2,defaultvarL3,defaultvarL4,defaultvarL5,defaultvar1,defaultvar2,defaultvar3,defaultvar4,defaultvar5
0,0,1,0,0,0,0,0,0,0,0,Australia,AUS,193,1973,191,1,High Income,1,1.138597,17.03955,102.3452,.5575788,7.632635,-2.438096,,27.36147,,-8.587046,log GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1974,192,1,High Income,1,-.2214977,14.25609,102.0213,-3.182047,4.040891,.8898719,,22.36639,15.29547,-5.320155,Credit/GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1975,193,1,High Income,1,-.2447695,11.05254,101.8592,-1.081156,2.705906,.7606139,,23.63685,15.17587,-4.933793,External Leverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,Australia,AUS,193,1976,194,1,High Income,1,.5533054,8.848999,102.1928,-1.836733,2.492023,8.661647,,22.98235,13.35083,-4.285545,Current Account Surplus/GDP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,Australia,AUS,193,1977,195,1,High Income,1,-1.200943,6.804478,102.7684,-2.779594,1.649513,.6036313,,23.63891,12.31715,.5395737,Foreign Exchange Reserves/GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,Australia,AUS,193,1978,196,1,High Income,1,.1405709,3.569496,103.4089,-3.877562,1.446849,-3.053856,,24.73289,7.950652,-.668652,Real Exchange Rate (log dev. from trend),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,Australia,AUS,193,1979,197,1,High Income,1,.3994587,1.045116,103.4709,-2.019439,.867555,-2.142545,,20.87219,9.079362,-1.178711,External Short-Term Debt/GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,Australia,AUS,193,1980,198,1,High Income,1,.9635709,-2.61874,103.2837,-2.949598,.9049611,-10.82638,,18.67407,10.18628,.8489076,Public Debt/GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,Australia,AUS,193,1981,199,1,High Income,1,1.320096,-5.979483,103.5497,-4.820631,.7442884,-10.30515,,15.79503,9.614354,1.73518,Inflation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,Australia,AUS,193,1982,200,1,High Income,1,-3.92211,-8.037832,104.9063,-4.362599,3.22144,-2.159121,,14.69227,11.22891,4.497565,Real Interest Rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,Australia,AUS,193,1983,201,1,High Income,1,-2.39863,-10.60875,106.1187,-3.552594,4.920453,.5516438,,17.17376,10.05199,6.767309,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,Australia,AUS,193,1984,202,1,High Income,1,-.3038076,-11.66516,107.0492,-4.553197,3.622786,6.365731,,19.59172,3.93702,3.782293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,Australia,AUS,193,1985,203,1,High Income,1,.9984213,-8.705692,109.5818,-5.048257,2.889472,22.13028,,20.92355,6.742411,5.750957,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,Australia,AUS,193,1986,204,1,High Income,1,.3645019,-8.356846,112.4759,-5.348172,3.644866,19.4068,,20.98556,9.084455,6.540688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,Australia,AUS,193,1987,205,1,High Income,1,2.196525,-10.58178,114.9732,-4.183089,4.257068,5.416664,,19.52538,8.490559,5.222786,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,Australia,AUS,193,1988,206,1,High Income,1,3.252956,-10.05561,115.9868,-4.911962,5.441207,-16.31479,,15.95765,7.256374,4.035229,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,Australia,AUS,193,1989,207,1,High Income,1,3.280378,1.480721,113.8805,-5.922579,4.356587,-11.44054,,12.20604,7.548228,8.801847,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,Australia,AUS,193,1990,208,1,High Income,1,-.3136184,3.940739,114.7138,-5.070511,4.961613,-9.1639,,10.0273,7.278403,10.74334,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1991,209,1,High Income,1,-3.130911,1.374974,115.0902,-3.328137,4.816959,-6.371713,,9.074172,3.222683,8.999197,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1992,210,1,High Income,1,-2.69981,-1.968299,114.9002,-3.372668,3.20239,3.466043,,10.59818,.985908,4.393225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1993,211,1,High Income,1,-2.084392,-4.129558,116.2184,-3.036757,3.317977,5.045221,,13.46512,1.813111,3.065543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1994,212,1,High Income,1,-1.17909,-4.460601,118.0698,-5.181517,3.278689,-9.481216,,15.49979,1.894984,.8794238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1995,213,1,High Income,1,-.6151904,-4.68315,116.8963,-5.194607,3.055749,-7.202912,,17.85602,4.638123,4.900315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1996,214,1,High Income,1,-.4079381,-5.043532,118.1578,-3.844415,3.459984,-15.03429,,17.32749,2.612442,6.755228,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1997,215,1,High Income,1,.2577379,-5.182883,115.4561,-2.708247,3.678422,3.5882,,16.99372,.2504073,4.400309,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1998,216,1,High Income,1,1.610664,-3.761146,116.9788,-4.432142,3.331465,9.388206,,14.23656,.8534591,3.322844,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,1999,217,1,High Income,1,1.835559,-3.164596,119.6328,-5.454159,4.999223,1.387617,,12.84822,1.465426,.2714938,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2000,218,1,High Income,1,.1987131,-2.867041,118.6153,-3.540795,4.025153,15.77423,,10.80707,4.475179,1.534354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2001,219,1,High Income,1,.4156446,-5.024467,119.9879,-1.948149,4.319927,24.45574,,8.967134,4.380843,1.745918,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2002,220,1,High Income,1,.0430583,-.0235965,123.79,-3.97969,4.686796,15.56642,,7.968321,3.003169,1.819534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2003,221,1,High Income,1,.6718364,1.154268,128.4497,-6.122926,6.396626,-10.21636,,6.831591,2.770739,2.399061,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2004,222,1,High Income,1,.0979514,2.594278,125.6649,-6.314727,5.509934,-11.28835,,6.102344,2.343598,2.583818,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2005,223,1,High Income,1,-.2083508,4.242616,124.3687,-5.895117,5.886497,-2.590944,,5.694986,2.668743,1.925542,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2006,224,1,High Income,1,.196329,5.774927,128.4946,-5.538915,7.049212,-7.629977,,5.197146,3.538498,3.495297,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2007,225,1,High Income,1,.5882686,14.79726,130.2137,-6.772863,2.828716,-15.67677,,4.699189,2.332371,2.060253,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2008,226,1,High Income,1,-1.593087,18.94273,,-4.597489,2.873472,9.878346,,4.474671,4.352669,4.579952,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2009,227,1,High Income,1,,,,,3.568357,,,9.31064,1.8201,.7189035,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Australia,AUS,193,2010,228,1,High Income,1,,,,,,,,11.31105,2.395948,1.810771,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1973,229,1,High Income,2,-.8588679,-4.648548,106.5782,-.8117146,5.928142,2.415622,,9.186193,,-2.530823,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1974,230,1,High Income,2,.5077569,-5.760307,107.3516,-.6598249,6.492334,-1.306556,,8.875891,9.521803,-1.38265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1975,231,1,High Income,2,-2.34791,-5.576652,107.9365,-1.8706,8.230231,-.9083889,,12.79935,8.445251,.2318391,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1976,232,1,High Income,2,-.3532493,-1.980396,111.2508,-3.34977,7.151617,-.9157322,,15.18106,7.318693,2.316448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1977,233,1,High Income,2,2.092441,-1.083915,112.919,-5.476009,5.550894,.5473344,,16.42551,5.494606,4.238363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1978,234,1,High Income,2,-.4257009,1.266785,114.3908,-2.42126,7.438907,1.41732,,18.85605,3.574311,4.011378,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1979,235,1,High Income,2,2.594009,4.020394,115.354,-2.662125,4.856452,1.293786,,23.58818,3.707404,1.099588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1980,236,1,High Income,2,2.162312,4.479417,117.036,-4.744225,5.852643,.3158927,,25.20115,6.328326,1.120723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1981,237,1,High Income,2,-.1006644,5.907334,120.9379,-4.314457,6.819838,-.4972807,,26.76229,6.803033,3.532767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1982,238,1,High Income,2,-.2437941,3.467103,119.0268,.9951556,6.741419,-.2814735,,28.84231,5.436025,6.54236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1983,239,1,High Income,2,.6094563,2.00522,115.4328,.3861707,5.43521,.4712018,,32.97753,3.339179,3.106708,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1984,240,1,High Income,2,-1.402468,-1.719008,119.5311,-.2643799,5.320203,-1.611892,,35.45827,5.663186,4.678752,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1985,241,1,High Income,2,-1.100423,4.456293,126.9458,-.2297143,5.978388,-1.360427,,37.64091,3.189518,6.059559,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1986,242,1,High Income,2,-1.009182,-1.583441,123.8546,.2079345,5.63523,-.2696261,,42.02784,1.705433,5.880607,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1987,243,1,High Income,2,-1.956469,-1.115034,123.8589,-.2133524,5.501957,-.76533,,45.7719,1.40195,4.472754,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1988,244,1,High Income,2,-1.499492,.6845496,121.0108,-.1829655,5.078153,-.5155659,,45.7599,1.915727,3.37741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1989,245,1,High Income,2,-.2667513,2.251551,122.6012,.1880005,6.018291,-.8579696,,45.84739,2.568346,3.591793,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1990,246,1,High Income,2,1.34368,3.895579,120.8696,.7072618,5.310385,-.0135271,,45.96918,3.261881,4.808761,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1991,247,1,High Income,2,2.153048,2.784899,121.4702,.0354308,5.607948,-.7084452,,46.65088,3.337418,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1992,248,1,High Income,2,1.572173,1.490374,119.8109,-.390013,5.958678,-.2484919,,46.7495,4.020842,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1993,249,1,High Income,2,-.4823229,.6157866,121.1331,-.5378461,7.364225,1.079025,,50.59123,3.631797,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1994,250,1,High Income,2,-.7113113,-2.653882,122.9067,-1.487032,7.95656,.7092006,,53.33034,2.953399,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1995,251,1,High Income,2,-.6213645,-2.557034,123.5178,-2.286058,7.497248,.3072606,,55.86984,2.24337,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1996,252,1,High Income,2,-.8368024,-1.313038,123.1866,-2.088467,9.336602,.0427347,,56.34915,1.860968,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1997,253,1,High Income,2,-1.155476,3.73833,126.3354,-2.523707,8.993215,.5522538,,58.45869,1.30599,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1998,254,1,High Income,2,-.0313428,,131.2723,-2.478898,9.859972,1.038172,,58.47651,.922463,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,1999,255,1,High Income,2,.8811241,-2.858067,135.56,-1.654106,6.644965,1.267428,,59.58915,.5689996,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2000,256,1,High Income,2,2.153831,-1.641026,142.522,-.7003127,7.056579,-.1964689,,58.16344,2.344865,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2001,257,1,High Income,2,.4324192,-.7028616,146.5002,-.7946137,6.018082,-.4091768,,57.1358,2.649994,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2002,258,1,High Income,2,-.1052906,-3.109821,150.1433,2.652522,4.146324,.1660821,,56.63885,1.810358,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2003,259,1,High Income,2,-1.423028,-4.767696,149.8834,1.660489,2.834349,.6828064,,56.81902,1.355551,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2004,260,1,High Income,2,-.9798386,-5.410533,154.7226,2.101448,2.339765,.6094302,,58.23088,2.061207,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2005,261,1,High Income,2,-.5677668,2.274731,146.7766,2.061593,2.079228,-.1757206,,58.0204,2.299139,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2006,262,1,High Income,2,1.014321,1.294103,154.2541,2.421976,2.039197,-1.069518,,56.70826,1.441498,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2007,263,1,High Income,2,2.807393,-1.613482,154.3987,3.542656,2.756041,-.5888517,,54.42607,2.168644,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2008,264,1,High Income,2,3.188485,.3615773,,3.241849,1.988187,-.7329726,,57.46342,3.215896,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2009,265,1,High Income,2,-2.475535,5.100713,,2.290835,1.254672,.5178649,,61.53394,.5062851,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Austria,AUT,122,2010,266,1,High Income,2,-2.557399,,,,,,,61.37106,1.500491,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Belgium,BEL,124,1973,343,1,High Income,3,-.8621714,.2965936,110.146,,4.180462,9.293732,,42.17088,,-4.891144,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Belgium,BEL,124,1974,344,1,High Income,3,1.14515,-1.434056,112.1113,,3.974488,3.171834,,38.68267,12.67791,-3.716942,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Belgium,BEL,124,1975,345,1,High Income,3,-2.288631,-.7515152,110.8164,,4.099232,-1.595275,,39.6338,12.7682,-.8223547,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,Belgium,BEL,124,1976,346,1,High Income,3,1.117983,-.474198,112.0523,,2.969139,-4.508477,,39.38423,9.068598,1.696154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,Belgium,BEL,124,1977,347,1,High Income,3,-.3241188,1.139539,113.9261,,3.077471,-6.416932,,42.20904,7.095987,4.22947,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,Belgium,BEL,124,1978,348,1,High Income,3,.4466017,1.644336,116.0303,,2.640131,-6.104593,,45.5343,4.470613,3.874425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,Belgium,BEL,124,1979,349,1,High Income,3,.7759793,3.632871,118.3175,,3.595732,-4.526993,,49.23308,4.46909,2.55167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
